TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
h006637,50,여,30,6,1,1,1,2,,3,,2,3,50,50130,50,50110,42,42830,1,4,1,6,7,3,3,5,제주특별자치도,제주,2인 여행(가족 외),2023-09-16~2023-09-16,4,8,7,1
h000143,41,여,30,7,1,2,5,2,,3,12,2,2,11,11110,42,42760,50,50130,4,2,1,3,5,4,2,4,경기도,제주,나홀로 여행,2023-06-07~2023-06-09,2,1,7,0
h001473,27,여,30,6,1,1,2,2,,4,8,3,4,47,47130,48,48170,26,26530,4,3,2,2,6,5,3,7,대구광역시,제주,2인 여행(가족 외),2023-06-23~2023-06-26,3,2,1,1
h004224,11,남,20,6,2,1,4,12,,1,6,1,1,42,42150,50,50110,26,26350,1,1,1,4,7,1,1,4,서울특별시,제주,3인 이상 여행(가족 외),2023-08-17~2023-08-20,1,3,2,3
h001560,28,남,20,6,1,1,2,3,,4,8,2,1,42,42150,50,50130,48,48250,2,4,1,2,3,2,1,7,인천광역시,제주,2인 여행(가족 외),2023-06-23~2023-06-25,2,3,1,1
h004739,46,여,20,5,2,1,5,12,,2,10,2,1,11,11560,50,50130,29,29110,6,7,2,4,2,2,6,6,전라남도,제주,2인 가족 여행,2023-08-28~2023-08-30,5,3,2,1
h004543,43,여,20,6,1,1,1,3,,5,,2,1,50,50130,45,45110,42,42150,2,1,2,2,2,2,5,6,충청북도,제주,나홀로 여행,2023-08-24~2023-08-27,6,2,1,0
h001461,41,남,20,6,2,1,1,12,,2,,3,5,50,50130,26,26350,42,42150,2,1,1,5,6,4,3,6,경기도,제주,나홀로 여행,2023-06-27~2023-06-30,1,7,2,0
h002477,28,남,30,6,1,1,4,13,,4,6,3,2,42,42760,50,50130,28,28710,1,1,1,7,7,1,6,7,인천광역시,제주,2인 여행(가족 외),2023-07-30~2023-08-02,3,7,1,1
h000834,28,여,20,6,2,1,4,12,,1,6,3,8,42,42150,42,42170,50,50130,5,2,1,4,4,3,6,2,인천광역시,제주,나홀로 여행,2023-06-11~2023-06-13,2,1,,0
h005365,41,여,30,6,1,1,3,4,,4,12,3,6,50,50110,50,50130,26,26350,2,1,6,2,2,4,7,7,경기도,제주,2인 여행(가족 외),2023-08-31~2023-09-02,1,2,3,1
h004226,41,여,30,4,1,1,5,12,,3,12,3,2,50,50130,26,26500,42,42150,2,1,2,2,2,4,6,7,경기도,제주,2인 가족 여행,2023-08-20~2023-08-25,1,2,7,1
h001224,11,여,30,6,1,2,3,4,,6,11,3,3,50,50130,41,41820,26,26350,3,2,5,2,5,5,2,6,서울특별시,제주,자녀 동반 여행,2023-07-07~2023-07-09,9,2,1,3
h002029,26,남,30,6,1,2,3,3,,3,7,3,3,50,50130,42,42230,26,26350,5,5,4,6,6,3,5,3,부산광역시,제주,자녀 동반 여행,2023-07-06~2023-07-09,3,8,2,2
h005062,11,남,30,6,1,1,1,3,,4,,3,3,50,50110,50,50130,41,41820,4,2,6,2,2,2,3,4,서울특별시,제주,3인 이상 여행(가족 외),2023-08-25~2023-08-28,1,3,4,2
h003111,48,여,30,4,1,2,3,3,,3,6,3,1,26,26380,31,31710,48,48310,4,5,4,4,4,4,5,4,경상남도,제주,자녀 동반 여행,2023-08-21~2023-08-23,3,7,10,2
h006433,50,여,50,6,1,2,4,11,,1,5,2,3,50,50130,50,50110,41,41460,3,6,1,3,6,7,1,7,제주특별자치도,제주,자녀 동반 여행,2023-09-17~2023-09-17,1,2,5,3
h000740,41,남,50,6,1,2,4,2,,12,12,3,4,50,50110,42,42210,48,48840,2,2,5,1,4,3,7,6,경기도,제주,자녀 동반 여행,2023-06-08~2023-06-13,3,2,1,3
h001752,11,남,30,6,1,1,4,3,,4,8,2,1,50,50130,47,47130,46,46150,4,5,3,3,5,3,6,2,서울특별시,제주,2인 여행(가족 외),2023-07-05~2023-07-08,2,7,1,1
h001233,29,여,20,6,1,1,3,2,,4,11,3,3,50,50130,42,42830,26,26350,5,1,3,1,3,4,1,7,광주광역시,제주,2인 여행(가족 외),2023-06-22~2023-06-24,5,2,9,1
h005629,11,여,20,6,2,1,3,12,,2,4,3,3,42,42750,43,43130,28,28260,4,2,2,2,4,4,5,5,서울특별시,제주,나홀로 여행,2023-08-31~2023-09-03,7,2,1,0
h001518,11,여,20,7,1,1,4,3,,6,9,2,1,50,50110,26,26350,42,42150,2,1,1,3,4,3,3,5,서울특별시,제주,2인 여행(가족 외),2023-06-24~2023-06-26,2,3,1,1
h006695,50,남,30,6,1,2,3,1,,7,7,2,2,50,50130,50,50110,11,11110,2,2,1,3,3,3,2,5,제주특별자치도,제주,자녀 동반 여행,2023-09-17~2023-09-17,2,6,3,2
h001451,11,여,20,6,1,1,1,3,,4,,3,2,50,50130,42,42830,42,42210,1,1,1,2,2,2,3,6,서울특별시,제주,2인 여행(가족 외),2023-07-02~2023-07-04,1,2,3,1
h000322,41,남,30,6,1,1,3,3,,5,9,3,5,47,47110,50,50110,28,28177,6,2,4,3,4,4,2,3,경기도,제주,2인 여행(가족 외),2023-05-29~2023-06-03,2,4,3,1
h000635,41,남,40,4,1,1,2,3,,4,5,2,1,50,50110,48,48220,28,28710,2,1,4,1,1,1,7,4,경기도,제주,2인 여행(가족 외),2023-07-06~2023-07-09,3,1,2,1
h001391,11,여,20,5,1,1,3,2,,4,6,2,1,42,42170,47,47170,50,50110,3,2,2,2,6,1,3,7,서울특별시,제주,나홀로 여행,2023-06-30~2023-07-02,1,5,7,0
h006101,50,남,50,6,1,2,2,13,,4,5,2,3,46,46130,46,46800,48,48840,1,3,1,4,4,1,3,6,제주특별자치도,제주,2인 가족 여행,2023-09-04~2023-09-04,7,1,3,1
h002944,44,여,30,4,1,1,1,3,,4,,3,4,50,50110,42,42210,26,26350,4,5,2,2,5,3,2,4,서울특별시,제주,나홀로 여행,2023-08-20~2023-08-23,7,2,1,0
h001242,11,여,20,5,1,1,5,3,,4,12,3,4,50,50130,42,42820,41,41650,3,2,2,3,3,2,2,4,서울특별시,제주,나홀로 여행,2023-06-19~2023-06-24,4,2,5,0
h005700,11,남,30,6,1,2,3,3,,6,11,3,6,42,42210,41,41820,50,50130,3,2,2,5,5,4,5,3,서울특별시,제주,자녀 동반 여행,2023-08-30~2023-09-02,1,2,7,2
h000521,41,여,20,6,1,1,3,3,,4,9,3,2,50,50130,42,42150,41,41820,4,5,5,5,6,6,6,5,경기도,제주,2인 여행(가족 외),2023-06-03~2023-06-05,1,2,3,1
h005298,11,여,30,6,1,1,1,3,,4,,3,6,26,26500,42,42150,41,41110,5,3,4,5,6,3,2,5,서울특별시,제주,2인 여행(가족 외),2023-08-25~2023-08-28,1,7,5,1
h004593,28,여,30,6,1,1,4,2,,5,10,3,5,50,50110,29,29200,11,11170,2,1,1,2,2,4,7,5,인천광역시,제주,2인 여행(가족 외),2023-08-23~2023-08-26,2,3,5,1
h000317,50,여,30,6,1,2,3,3,,4,8,2,1,50,50110,11,11200,26,26350,4,1,1,1,1,3,5,7,제주특별자치도,제주,나홀로 여행,2023-05-31~2023-05-31,1,2,4,0
h000494,11,여,50,4,1,2,4,4,,3,9,3,3,50,50130,46,46130,42,42150,4,1,4,4,4,4,5,2,서울특별시,제주,자녀 동반 여행,2023-06-07~2023-06-09,8,3,1,1
h001819,26,여,40,6,1,2,2,3,,4,7,2,1,47,47130,26,26350,50,50130,1,4,4,2,1,2,7,2,부산광역시,제주,2인 여행(가족 외),2023-07-29~2023-07-31,1,3,2,1
h006585,50,여,30,6,1,2,5,5,,5,10,2,2,50,50130,50,50110,46,46800,1,6,2,5,5,3,5,2,제주특별자치도,제주,자녀 동반 여행,2023-09-16~2023-09-16,10,1,7,2
h002133,41,남,20,6,1,1,3,3,,5,11,3,2,50,50110,26,26110,27,27110,5,2,3,3,3,5,3,5,경기도,제주,3인 이상 여행(가족 외),2023-07-08~2023-07-09,2,3,1,2
h006467,50,여,30,6,1,4,1,3,,4,,1,1,50,50130,48,48840,46,46150,1,4,1,3,6,2,7,7,제주특별자치도,제주,나홀로 여행,2023-09-17~2023-09-17,7,6,4,0
h003614,11,여,20,7,1,1,1,12,,4,,3,1,50,50110,46,46150,42,42210,3,2,1,3,5,2,7,1,서울특별시,제주,부모 동반 여행,2023-08-18~2023-08-20,3,1,7,3
h006587,50,여,20,6,1,1,2,2,,4,8,2,2,50,50130,11,11110,11,11680,3,1,1,3,4,2,5,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-17~2023-09-18,3,2,1,1
h002701,11,여,20,6,3,1,1,3,,4,,3,5,47,47110,50,50110,26,26350,2,2,2,4,3,2,1,6,서울특별시,제주,2인 여행(가족 외),2023-08-04~2023-08-06,2,1,3,1
h003353,41,여,20,4,1,1,4,12,,2,8,3,3,50,50130,48,48220,42,42110,4,2,3,3,3,5,6,5,경기도,제주,2인 가족 여행,2023-08-15~2023-08-17,3,1,2,1
h000171,11,여,60,7,1,2,3,2,,3,10,3,5,50,50130,42,42820,42,42750,2,1,4,1,4,2,6,6,서울특별시,제주,3대 동반 여행(친척 포함),2023-06-05~2023-06-08,2,,,4
h001538,41,여,20,6,2,1,4,12,,2,8,3,2,41,41410,50,50130,50,50110,3,3,3,3,2,4,4,7,경기도,제주,부모 동반 여행,2023-06-25~2023-06-27,5,9,3,3
h006222,28,남,30,5,1,1,3,2,,1,3,3,2,11,11710,50,50110,26,26530,4,5,2,6,2,7,1,6,인천광역시,제주,나홀로 여행,2023-09-12~2023-09-13,2,,,0
h002545,48,남,30,5,1,2,2,4,,4,11,3,3,50,50130,48,48890,48,48850,2,1,4,4,3,4,4,4,경상남도,제주,부모 동반 여행,2023-08-03~2023-08-06,9,3,2,5
h004949,50,여,50,4,1,2,2,4,,4,6,2,2,42,42820,26,26230,50,50110,4,7,2,1,3,5,1,7,제주특별자치도,제주,2인 여행(가족 외),2023-08-26~2023-08-26,3,5,1,1
h003565,44,여,30,5,1,2,2,3,,5,10,2,1,50,50110,42,42150,26,26350,4,7,1,2,6,6,1,7,충청남도,제주,2인 가족 여행,2023-09-01~2023-09-03,2,3,10,1
h001666,11,여,40,6,1,1,1,2,,4,,3,8,42,42210,50,50130,50,50110,2,1,4,3,6,3,2,4,서울특별시,제주,2인 여행(가족 외),2023-06-27~2023-06-30,4,1,2,1
h001726,41,여,30,6,1,2,3,11,,1,7,2,1,41,41480,41,41570,11,11140,6,6,2,4,5,5,2,7,경기도,제주,자녀 동반 여행,2023-07-13~2023-07-18,2,8,1,2
h000232,30,여,50,5,1,2,3,11,,1,7,2,2,44,44180,45,45800,46,46130,4,1,7,1,4,7,4,1,대전광역시,제주,자녀 동반 여행,2023-05-30~2023-06-02,2,3,6,2
h001838,50,여,20,6,1,1,4,12,,2,5,2,1,46,46130,44,44150,11,11200,6,1,1,6,7,1,7,1,제주특별자치도,제주,나홀로 여행,2023-07-22~2023-07-23,8,1,2,0
h001614,50,남,40,6,1,2,3,11,,2,2,3,3,50,50110,50,50130,41,41280,4,5,3,4,4,5,5,4,제주특별자치도,제주,자녀 동반 여행,2023-06-24~2023-06-24,1,3,7,2
h001516,41,남,30,7,3,2,4,13,,12,12,1,1,42,42150,50,50130,28,28110,4,1,2,2,4,5,1,7,경기도,제주,자녀 동반 여행,2023-07-03~2023-07-09,1,3,5,3
h001250,11,남,30,4,1,1,1,12,,2,,3,2,50,50110,27,27110,46,46130,5,2,2,1,4,5,3,6,서울특별시,제주,2인 여행(가족 외),2023-06-23~2023-06-26,3,2,1,1
h002492,48,남,30,6,1,2,3,3,,4,6,3,4,50,50110,44,44180,26,26350,4,1,2,5,2,2,2,5,서울특별시,제주,자녀 동반 여행,2023-07-29~2023-08-02,1,7,2,2
h000760,48,여,50,4,1,2,3,11,,1,4,3,1,47,47130,26,26350,50,50130,4,3,4,3,6,5,4,6,경상남도,제주,자녀 동반 여행,2023-06-14~2023-06-17,7,1,2,2
h000873,31,여,40,7,2,1,4,3,,5,12,2,1,26,26230,47,47130,48,48120,4,4,3,3,5,2,2,7,울산광역시,제주,2인 여행(가족 외),2023-06-30~2023-07-02,1,7,5,1
h001768,11,여,40,6,1,2,2,3,,5,9,3,4,50,50130,46,46130,26,26710,2,4,2,3,2,2,3,2,서울특별시,제주,나홀로 여행,2023-07-02~2023-07-04,4,2,1,0
h005433,28,남,20,4,1,1,4,4,,3,9,3,2,50,50110,42,42760,41,41820,4,1,4,3,6,4,2,4,인천광역시,제주,3인 이상 여행(가족 외),2023-09-05~2023-09-07,1,9,6,3
h001373,29,여,20,6,1,1,1,3,,3,,3,6,50,50110,50,50130,26,26350,3,2,2,4,2,3,7,3,광주광역시,제주,나홀로 여행,2023-07-01~2023-07-07,2,4,1,0
h005889,28,여,20,4,1,4,4,4,,4,6,3,5,28,28237,11,11380,41,41280,4,1,1,4,5,1,2,2,서울특별시,제주,3인 이상 여행(가족 외),2023-08-31~2023-09-02,7,1,8,2
h001184,11,여,20,6,1,1,1,3,,9,,3,4,50,50110,26,26350,46,46730,6,2,3,5,7,2,7,5,서울특별시,제주,3인 이상 여행(가족 외),2023-06-24~2023-06-27,1,5,3,3
h001228,11,여,40,6,1,2,5,2,,2,7,3,3,50,50130,42,42820,41,41820,3,3,6,3,1,3,6,3,서울특별시,제주,나홀로 여행,2023-06-26~2023-06-28,1,2,4,0
h000482,11,여,50,6,1,1,4,2,,8,12,2,1,42,42830,41,41280,50,50130,1,1,7,1,4,4,1,7,서울특별시,제주,부모 동반 여행,2023-06-01~2023-06-04,3,2,,5
h001612,47,남,40,7,1,2,5,2,,8,10,2,2,50,50130,26,26350,47,47130,4,1,4,4,2,4,2,5,경상북도,제주,3대 동반 여행(친척 포함),2023-06-26~2023-07-01,2,3,1,5
h001697,43,여,20,6,1,1,4,2,,4,10,3,4,50,50110,26,26350,11,11200,1,2,7,1,1,1,1,7,충청북도,제주,나홀로 여행,2023-07-06~2023-07-08,4,1,2,0
h001497,41,남,30,4,1,1,4,2,,1,5,3,3,42,42150,41,41110,50,50130,1,4,3,6,6,2,3,3,경기도,제주,2인 여행(가족 외),2023-06-26~2023-06-29,2,3,7,1
h002435,30,남,30,6,1,1,1,3,,2,,3,4,50,50110,26,26350,27,27260,4,4,3,2,4,5,4,4,대전광역시,제주,2인 여행(가족 외),2023-07-23~2023-07-25,1,2,7,1
h001844,27,여,20,6,1,1,4,3,,4,7,2,1,26,26350,41,41110,50,50110,4,3,2,2,5,6,5,7,대구광역시,제주,2인 가족 여행,2023-07-23~2023-07-25,5,2,1,1
h004326,43,남,20,6,2,1,4,12,,1,7,2,1,46,46130,48,48870,45,45110,2,1,1,5,6,6,7,5,충청북도,제주,2인 여행(가족 외),2023-08-21~2023-08-24,1,9,3,1
h003159,50,여,20,6,1,1,1,2,,3,,2,1,50,50110,50,50130,11,11170,1,7,1,3,2,7,2,7,제주특별자치도,제주,2인 여행(가족 외),2023-08-09~2023-08-10,1,2,7,1
h002474,48,남,50,5,1,2,4,3,,5,7,2,2,50,50130,48,48220,46,46130,1,3,4,3,5,2,6,4,경상남도,제주,자녀 동반 여행,2023-07-29~2023-08-01,2,3,1,3
h003266,50,남,40,6,1,4,1,3,,7,,2,1,50,50130,11,11110,26,26350,4,1,3,2,3,4,5,4,제주특별자치도,제주,나홀로 여행,2023-08-26~2023-08-26,1,2,6,0
h004962,41,여,40,6,1,1,1,3,,5,,3,5,11,11110,31,31710,26,26350,1,4,3,2,3,3,3,5,경기도,제주,나홀로 여행,2023-08-31~2023-09-03,6,2,1,0
h000173,11,남,30,6,1,2,2,3,,7,9,3,2,50,50130,42,42150,26,26350,3,5,5,3,3,4,2,2,서울특별시,제주,2인 가족 여행,2023-06-07~2023-06-09,9,3,7,1
h001991,27,남,20,6,1,1,1,2,,5,,2,2,50,50110,50,50130,26,26350,2,3,3,6,5,5,2,5,대구광역시,제주,나홀로 여행,2023-07-20~2023-07-23,7,1,6,0
h000571,11,남,30,6,1,1,5,12,,2,4,3,5,41,41450,26,26350,41,41460,4,6,2,6,3,6,1,7,서울특별시,제주,2인 여행(가족 외),2023-06-08~2023-06-08,9,5,3,1
h005888,41,여,30,6,2,1,2,12,,3,7,3,3,42,42170,50,50130,26,26350,4,2,6,2,6,2,6,2,경기도,제주,2인 여행(가족 외),2023-09-01~2023-09-03,1,2,3,1
h000821,41,여,30,6,5,1,3,12,,2,10,3,1,50,50130,41,41110,26,26350,6,2,1,6,6,5,6,6,경기도,제주,3인 이상 여행(가족 외),2023-07-06~2023-07-09,2,3,7,4
h001750,11,여,30,6,1,2,3,2,,5,10,2,2,11,11140,50,50130,26,26350,5,2,1,2,1,1,3,7,서울특별시,제주,2인 가족 여행,2023-06-30~2023-07-02,3,2,5,1
h000106,30,남,20,6,1,1,1,4,,4,,2,1,50,50110,42,42150,41,41820,2,2,2,6,2,5,1,7,대전광역시,제주,나홀로 여행,2023-05-30~2023-06-01,2,4,5,0
h006669,50,남,30,6,1,1,1,3,,5,,2,1,47,47130,11,11710,50,50130,2,4,3,2,4,3,2,5,제주특별자치도,제주,나홀로 여행,2023-09-15~2023-09-15,2,5,1,0
h002493,50,여,40,5,1,2,4,2,,3,6,3,4,11,11710,11,11680,50,50130,7,1,7,1,7,7,1,7,제주특별자치도,제주,3인 이상 여행(가족 외),2023-07-28~2023-07-29,2,4,3,2
h005193,11,여,20,4,1,1,3,12,,1,2,3,1,50,50130,42,42150,47,47130,1,1,1,4,6,6,1,7,서울특별시,제주,나홀로 여행,2023-08-28~2023-08-30,4,1,2,0
h001200,11,남,50,6,1,1,2,1,,9,9,1,4,50,50130,26,26350,41,41480,2,1,4,2,1,3,4,6,서울특별시,제주,나홀로 여행,2023-07-04~2023-07-07,4,2,8,0
h001288,11,여,50,6,1,2,4,4,,3,9,3,2,42,42130,28,28185,41,41830,2,6,5,2,1,7,2,1,서울특별시,제주,3대 동반 여행(친척 포함),2023-06-28~2023-07-05,3,2,1,3
h006624,50,남,20,6,1,1,1,4,,5,,2,2,50,50130,11,11110,41,41190,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2023-09-17~2023-09-17,1,5,7,0
h000899,47,여,50,7,1,2,5,2,,2,5,3,10,50,50110,42,42150,47,47750,4,3,2,1,4,3,3,2,경상북도,제주,3대 동반 여행(친척 포함),2023-06-27~2023-07-04,3,2,1,4
h000301,11,남,50,6,1,2,2,1,,12,12,3,4,41,41830,50,50130,46,46130,3,5,6,6,3,6,4,2,서울특별시,제주,2인 여행(가족 외),2023-06-01~2023-06-03,3,1,2,1
h006703,50,여,40,5,1,2,2,3,,1,8,2,1,50,50130,26,26500,11,11230,4,4,3,4,4,5,4,5,제주특별자치도,제주,2인 여행(가족 외),2023-09-17~2023-09-17,1,3,8,1
h004919,29,남,20,6,1,1,3,12,,1,4,2,1,50,50130,50,50110,46,46110,4,2,5,3,4,3,2,5,광주광역시,제주,2인 여행(가족 외),2023-08-23~2023-08-26,2,1,3,1
h001511,41,여,20,6,1,1,4,3,,3,10,2,1,50,50130,26,26350,11,11110,6,2,1,2,5,4,2,6,경기도,제주,2인 여행(가족 외),2023-06-23~2023-06-25,3,1,7,1
h005466,11,남,30,4,1,1,1,12,,2,,3,3,42,42150,50,50110,26,26350,5,2,1,1,2,5,2,7,서울특별시,제주,2인 여행(가족 외),2023-08-28~2023-08-30,3,2,7,1
h006102,11,남,30,7,5,1,3,4,,4,5,3,3,42,42210,26,26170,50,50110,4,2,2,4,5,5,2,5,서울특별시,제주,3대 동반 여행(친척 포함),2023-09-19~2023-09-20,1,3,7,2
h001581,28,남,30,6,1,1,1,13,,4,,2,1,42,42150,11,11680,50,50110,1,1,1,4,4,5,5,7,인천광역시,제주,2인 여행(가족 외),2023-07-07~2023-07-09,3,2,10,1
h001207,41,남,40,5,1,1,2,13,,6,6,2,2,41,41390,11,11530,46,46110,2,6,1,2,1,2,3,5,경기도,제주,2인 여행(가족 외),2023-06-30~2023-07-02,2,5,1,1
h002449,11,남,40,6,1,1,1,4,,4,,2,1,50,50110,42,42170,26,26380,2,4,1,2,1,1,6,4,서울특별시,제주,2인 여행(가족 외),2023-07-30~2023-08-01,1,2,3,1
h002452,46,여,30,4,1,1,5,12,,1,10,2,1,50,50110,42,42830,46,46130,4,1,1,1,7,7,7,7,전라남도,제주,2인 여행(가족 외),2023-08-01~2023-08-04,1,3,5,1
h004332,41,남,20,4,1,1,3,12,,2,8,3,5,50,50130,46,46130,26,26350,1,2,4,5,2,2,3,3,경기도,제주,나홀로 여행,2023-08-22~2023-08-24,2,1,7,0
h003596,48,남,30,6,1,2,3,13,,5,7,3,10,50,50130,50,50110,11,11680,4,1,2,1,1,3,2,7,경상남도,제주,자녀 동반 여행,2023-08-29~2023-09-01,2,3,10,2
h001493,41,여,30,6,1,1,3,2,,4,4,3,7,42,42830,42,42110,50,50130,1,6,5,2,4,2,7,4,경기도,제주,부모 동반 여행,2023-07-03~2023-07-05,2,3,1,4
h001643,11,남,40,6,1,2,2,1,,8,12,3,4,42,42210,50,50130,26,26350,3,3,2,4,4,4,4,4,서울특별시,제주,2인 가족 여행,2023-07-02~2023-07-04,2,6,1,1
h001690,42,남,40,6,1,2,3,2,,4,4,3,10,50,50110,42,42150,42,42210,2,2,2,2,2,2,3,6,강원도,제주,자녀 동반 여행,2023-07-04~2023-07-06,2,1,3,2
h001330,41,여,40,6,1,2,3,3,,5,8,3,3,50,50130,42,42210,41,41830,2,3,6,2,2,6,2,6,서울특별시,제주,자녀 동반 여행,2023-06-18~2023-06-21,2,3,1,2
h001528,28,여,20,5,1,1,4,3,,5,9,2,1,26,26500,50,50110,42,42130,4,2,4,5,5,4,1,5,인천광역시,제주,나홀로 여행,2023-06-24~2023-06-26,2,1,7,0
h005462,11,여,20,4,1,1,3,12,,2,9,3,2,50,50110,26,26350,46,46130,4,2,4,2,5,2,2,7,서울특별시,제주,2인 여행(가족 외),2023-08-29~2023-08-31,9,1,2,1
h000125,11,남,50,5,1,2,5,11,,1,6,3,2,42,42150,41,41480,50,50110,1,4,2,4,5,3,5,3,서울특별시,제주,3대 동반 여행(친척 포함),2023-05-20~2023-05-22,8,1,7,4
h006678,50,여,30,6,1,2,4,2,,4,8,3,6,50,50110,50,50130,26,26350,4,3,4,4,3,3,4,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-18~2023-09-18,3,10,5,1
h004244,11,남,20,6,1,1,4,1,,10,12,2,1,50,50130,42,42150,26,26350,2,2,2,3,3,6,4,4,서울특별시,제주,2인 여행(가족 외),2023-08-30~2023-09-02,1,2,3,1
h001205,41,여,30,6,1,1,3,3,,6,11,3,5,48,48170,26,26500,46,46150,6,1,5,2,4,4,5,3,경기도,제주,나홀로 여행,2023-06-15~2023-06-18,1,2,,0
h001160,11,남,20,6,1,1,5,3,,4,12,3,3,50,50130,50,50110,42,42150,6,2,6,1,2,5,1,7,서울특별시,제주,2인 여행(가족 외),2023-06-16~2023-06-17,1,3,5,1
h000259,50,남,20,6,1,1,4,2,,4,11,3,5,47,47130,26,26350,11,11230,2,1,1,1,4,4,2,7,제주특별자치도,제주,부모 동반 여행,2023-05-27~2023-05-28,6,2,3,2
h001270,11,여,20,6,1,1,1,3,,5,,2,1,42,42150,50,50130,50,50110,3,2,2,3,4,4,6,5,서울특별시,제주,3인 이상 여행(가족 외),2023-06-17~2023-06-19,3,2,5,2
h000080,11,여,30,5,1,1,3,4,,3,6,3,4,50,50110,42,42150,26,26350,1,1,4,2,1,4,2,7,서울특별시,제주,나홀로 여행,2023-05-20~2023-05-22,1,8,2,0
h003729,43,여,20,6,1,1,4,3,,4,11,2,2,11,11740,50,50110,47,47110,6,1,2,1,2,1,6,6,충청북도,제주,2인 여행(가족 외),2023-08-23~2023-08-26,2,3,1,1
h000616,36,여,50,5,1,2,2,4,,4,8,2,1,50,50130,11,11680,43,43150,1,2,2,2,2,4,5,4,세종특별자치시,제주,3대 동반 여행(친척 포함),2023-07-05~2023-07-07,3,2,1,3
h001078,45,여,30,5,1,1,3,2,,5,7,3,5,50,50110,26,26500,48,48840,4,3,4,2,2,4,7,4,전라북도,제주,2인 여행(가족 외),2023-07-06~2023-07-09,2,3,1,1
h001865,50,남,40,6,1,2,3,1,,8,8,2,1,50,50110,50,50130,41,41450,2,2,2,3,2,3,2,4,제주특별자치도,제주,3인 이상 여행(가족 외),2023-07-16~2023-07-17,1,7,3,2
h000271,41,여,30,6,1,1,1,1,,6,,3,3,41,41110,50,50130,26,26350,1,1,7,1,1,4,4,7,서울특별시,제주,2인 여행(가족 외),2023-05-31~2023-06-04,2,3,5,1
h000852,26,여,20,6,1,1,3,4,,4,7,2,1,50,50130,11,11680,42,42230,2,1,1,5,7,1,6,7,부산광역시,제주,2인 여행(가족 외),2023-06-09~2023-06-13,6,1,3,1
h000203,11,남,20,6,1,1,1,8,,6,,2,1,50,50130,26,26350,42,42150,2,1,1,4,6,4,2,6,서울특별시,제주,3인 이상 여행(가족 외),2023-06-05~2023-06-08,2,4,1,3
h003140,41,남,20,6,1,1,1,2,,6,,2,1,50,50130,50,50110,27,27230,4,1,1,1,1,6,4,7,경기도,제주,2인 여행(가족 외),2023-08-09~2023-08-13,2,1,9,1
h000724,44,남,30,6,1,1,1,3,,3,,2,3,41,41110,41,41270,44,44130,4,6,1,6,5,2,7,7,충청남도,제주,나홀로 여행,2023-06-11~2023-06-14,1,8,7,0
h003343,26,남,30,6,1,2,2,2,,5,7,3,4,48,48310,50,50110,47,47130,2,4,2,4,2,6,1,6,부산광역시,제주,2인 가족 여행,2023-08-28~2023-08-31,3,,,1
h000124,28,여,30,6,1,1,4,3,,5,12,2,1,42,42150,50,50110,26,26350,6,2,1,4,4,2,6,5,인천광역시,제주,2인 여행(가족 외),2023-05-21~2023-05-23,2,7,1,1
h000113,11,여,20,5,1,1,1,3,,4,,3,4,26,26350,42,42210,50,50110,3,2,3,5,6,6,6,3,서울특별시,제주,나홀로 여행,2023-05-16~2023-05-19,2,6,7,0
h000172,48,남,20,6,1,1,2,3,,3,6,2,1,50,50110,42,42150,11,11680,3,3,2,5,2,3,2,6,경상남도,제주,2인 여행(가족 외),2023-05-23~2023-05-27,2,3,1,1
h002113,41,남,50,6,1,2,4,2,,7,7,3,4,42,42760,42,42730,44,44180,2,2,6,3,6,2,2,6,경기도,제주,3대 동반 여행(친척 포함),2023-07-14~2023-07-18,3,2,1,4
h001131,50,여,30,5,1,2,2,3,,5,10,3,5,50,50130,42,42210,41,41360,3,4,3,4,5,5,5,5,제주특별자치도,제주,2인 가족 여행,2023-06-18~2023-06-20,2,9,1,1
h006438,50,여,30,6,1,1,2,4,,3,5,1,1,50,50130,50,50110,11,11380,1,7,1,3,1,1,7,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-24~2023-09-24,2,7,4,1
