TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
h_h003389,1,주차비,0,자가용(승용/승합/트럭 등등),N,5,,,,,36500,
h_h003389,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,5,,,,,76450,
h_h003389,9,교통비,0,항공기,N,5,,,,,582000,
h_h003405,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,,제주타요렌터카,2023-08-23 11:30,1,0,렌트비 
h_h003405,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,45000,
h_h003405,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,5000,
h_h003405,5,교통비,0,지하철,N,2,,,,,1500,
h_h003405,9,교통비,0,항공기,,2,,,,,425600,
h_h003406,13,교통비,0,시내/마을버스,N,2,,,,,4600,
h_h003406,4,교통비,0,택시,N,2,,,,,129900,
h_h003406,9,교통비,0,항공기,N,2,,,,,400600,
h_h003410,10,교통비,0,배/선박,N,2,,,,,24000,
h_h003410,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,83000,
h_h003410,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,20000,
h_h003410,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,4000,
h_h003410,4,교통비,0,택시,N,2,,,,,4500,
h_h003410,5,교통비,0,지하철,N,2,,,,,3300,
h_h003410,9,교통비,0,항공기,N,2,,,,,228000,
h_h003431,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,129600,
h_h003431,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,70000,
h_h003431,4,교통비,0,택시,N,2,,,,,12900,
h_h003431,9,교통비,0,항공기,N,2,,,,,240000,
h_h003441,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
h_h003441,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,2098155339,(주)마이리얼트립,2023-07-22 13:08,1,65510,
h_h003441,4,교통비,1,택시,N,2,1048183559,타타오페이(택시),2023-08-23 13:46,1,7300,택시비
h_h003441,4,교통비,2,택시,N,2,5181701473,개인택시,2023-08-26 23:02,1,9200,택시비 
h_h003441,9,교통비,1,항공기,Y,2,6168150527,제주항공,2023-07-21 09:40,1,97200,비행기표
h_h003441,9,교통비,3,항공기,Y,2,6058184518,에어부산(주),2023-07-21 09:40,1,186080,비행기표
h_h003443,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,3,1278645776,주식회사 제주엔젤렌트카,2023-07-03 15:12,1,139900,렌트비
h_h003443,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,20000,
h_h003443,4,교통비,1,택시,N,3,6168108446,우남운수(주),2023-08-16 21:03,1,5500,택시비
h_h003443,4,교통비,2,택시,N,3,6168100288,동방운수(주),2023-08-16 20:46,1,4500,택시비
h_h003443,9,교통비,0,항공기,N,3,,,,,482580,
h_h003443,9,교통비,1,항공기,Y,3,6058184518,에어부산(주),2023-07-03 00:00,1,482580,비행기표 
h_h003444,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,4,7398800561,제주페이,2023-09-04 08:53,1,83100, 특별한 렌트카-렌트비
h_h003444,2,주차비,0,렌터카(승용/승합/버스 등등),N,4,,,,,5200,
h_h003444,9,교통비,0,항공기,,4,,,,,612800,
h_h003448,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,2118841856,(주)티몬,2023-09-02 00:00,3,77040,투어패스 렌터카
h_h003448,9,교통비,1,항공기,Y,2,6058184518,에어부산(주),2023-07-22 10:27,1,52200,비행기표
h_h003448,9,교통비,2,항공기,Y,2,1108114794,(주)대한항공,2023-07-22 00:00,1,11700,비행기표 
h_h003451,12,교통비,0,시외/고속버스,N,2,,,,,7550,
h_h003451,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,1138132864,에스케이렌터카 주식회사,2023-08-09 11:19,1,229325,렌트비
h_h003451,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,3700,
h_h003451,9,교통비,0,항공기,N,2,,,,,76000,
h_h003453,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,2208791595,(주)그린카,2023-07-03 19:44,1,118980,렌트비 
h_h003453,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,55900,
h_h003453,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,8000,
h_h003453,9,교통비,1,항공기,Y,2,1018194800,(주)티웨이항공,2023-07-26 11:12,1,146720,비행기표 
h_h003453,9,교통비,2,항공기,Y,2,6168150527,(주)제주항공,2023-08-01 17:10,1,117000,비행기표 
h_h003477,4,교통비,0,택시,N,3,,,,,121820,
h_h003477,50,교통비,0,버스 + 지하철,N,3,,,,,9000,
h_h003477,9,교통비,0,항공기,N,3,,,,,105400,
h_h003481,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
h_h003483,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,6400,
h_h003483,10,교통비,0,배/선박,N,4,,,,,212200,
h_h003483,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,151100,
h_h003483,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,69752,
h_h003483,2,주차비,0,렌터카(승용/승합/버스 등등),N,4,,,,,3500,
h_h003483,4,교통비,0,택시,N,4,,,,,10100,
h_h003487,13,교통비,0,시내/마을버스,N,1,,,,,5000,
h_h003487,9,교통비,1,항공기,Y,1,4018132460, 이스타 항공(주) ,2023-08-18 00:00,1,77000,비행기표
h_h003496,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,92000,
h_h003496,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,1600,
h_h003496,5,교통비,0,지하철,N,1,,,,,5000,
h_h003496,9,교통비,0,항공기,N,1,,,,,226000,
h_h003507,4,교통비,0,택시,N,2,,,,,73500,
h_h003507,50,교통비,0,버스 + 지하철,N,2,,,,,18400,
h_h003507,9,교통비,0,항공기,N,2,,,,,247660,
h_h003514,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,160410,
h_h003514,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,45000,
h_h003514,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,4000,
h_h003514,9,교통비,0,항공기,N,2,,,,,161790,
h_h003524,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,252280,
h_h003524,9,교통비,0,항공기,N,3,,,,,169800,
h_h003531,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,228360,
h_h003531,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,500,
h_h003531,9,교통비,0,항공기,N,2,,,,,371400,
h_h003536,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-12 10:36,1,20000,승선권
h_h003536,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,1308650144,(주)무지개렌트카,2023-08-11 20:53,1,244000,렌트비
h_h003536,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,45000,
h_h003536,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,11000,
h_h003536,9,교통비,1,항공기,Y,2,6058184518,에어부산(주),2023-07-30 00:00,1,235400,비행기표 
h_h003536,9,교통비,2,항공기,Y,2,6168150527,제주항공,2023-07-30 22:49,1,236400,비행기표
h_h003539,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,103470,
h_h003539,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,56205,
h_h003539,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,2000,
h_h003539,5,교통비,0,지하철,N,2,,,,,2500,
h_h003539,9,교통비,0,항공기,N,2,,,,,267000,
h_h003540,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,123370,
h_h003540,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,70000,
h_h003540,5,교통비,0,지하철,N,4,,,,,3300,
h_h003540,9,교통비,1,항공기,N,4,2098155339,마이리얼트립,2023-08-21 00:00,1,155100,비행기표
h_h003540,9,교통비,2,항공기,N,4,4018132460,이스타항공(주),2023-08-24 21:15,1,0,비행기표 
h_h003543,13,교통비,0,시내/마을버스,N,2,,,,,2800,
h_h003543,4,교통비,0,택시,N,2,,,,,56680,
h_h003543,9,교통비,0,항공기,N,2,,,,,172000,
h_h003553,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,,,2023-08-18 00:00,1,97233,렌트비
h_h003553,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h003553,2,주유비,3,렌터카(승용/승합/버스 등등),N,2,1404600612,선진주유소,2023-08-20 12:54,1,30000,주유비
h_h003553,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,4000,
h_h003553,2,주차비,5,렌터카(승용/승합/버스 등등),N,2,6168304217,성산포항 공영주차장,2023-08-19 15:29,1,4000,주차비
h_h003553,4,교통비,1,택시,N,2,6168100857,한영운수(주),2023-08-21 14:35,1,7600,택시비
h_h003553,5,교통비,0,지하철,N,2,,,,,5800,
h_h003553,9,교통비,1,항공기,Y,2,4018132460,이스타항공(주),2023-08-12 08:29,1,51000,비행기표 
h_h003553,9,교통비,3,항공기,N,2,4018132460,이스타항공(주),2023-08-20 21:57,1,141000,비행기표
h_h003556,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,157000,
h_h003556,2,주차비,0,렌터카(승용/승합/버스 등등),N,4,,,,,5000,
h_h003556,4,교통비,0,택시,N,4,,,,,170000,
h_h003556,9,교통비,0,항공기,N,4,,,,,320000,
h_h003560,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,164000,
h_h003561,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,120000,
h_h003561,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,69000,
h_h003561,2,주차비,0,렌터카(승용/승합/버스 등등),N,4,,,,,10000,
h_h003561,9,교통비,0,항공기,N,4,,,,,560000,
h_h003563,4,교통비,1,택시,N,2,3622801478,개인택시,2023-08-24 19:33,1,9200,택시비
h_h003563,4,교통비,2,택시,N,2,6168100371,(주)서귀포택시,2023-08-24 14:12,1,3300,택시비
h_h003563,4,교통비,3,택시,N,2,,,2023-08-21 21:43,1,10600,택시비
h_h003563,4,교통비,4,택시,N,2,,,2023-08-22 00:00,1,12300,택시비
h_h003563,4,교통비,5,택시,N,2,,,2023-08-24 20:44,1,7900,택시비
h_h003563,50,교통비,0,버스 + 지하철,N,2,,,,,26800,
h_h003563,9,교통비,1,항공기,Y,2,1048117480,아시아나항공(주),2023-08-13 00:00,3,238400,비행기표 
h_h003565,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,13200,
h_h003565,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,2148779183,롯데렌탈,2023-09-01 11:20,1,92000,렌트비 
h_h003565,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,38000,
h_h003565,9,교통비,0,항공기,N,2,,,,,336200,
h_h003567,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,,제주현대렌트카,2023-08-20 13:00,1,74370,렌트비
h_h003567,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,50000,
h_h003567,4,교통비,0,택시,N,2,,,,,15300,
h_h003567,9,교통비,1,항공기,Y,2,2748800540,에어로케이,2023-07-30 22:23,1,61400,비행기표
h_h003567,9,교통비,2,항공기,Y,2,1018194800,㈜티웨이항공,2023-07-25 13:36,1,65200,비행기표
h_h003570,12,교통비,0,시외/고속버스,N,2,,,,,18000,
h_h003570,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,216000,
h_h003570,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,500,
h_h003570,4,교통비,0,택시,N,2,,,,,33000,
h_h003570,9,교통비,0,항공기,N,2,,,,,158400,
h_h003571,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,2868800238,주식회사 팀오투,2023-08-02 15:04,1,117710,카모아 단기렌트 
h_h003571,50,교통비,0,버스 + 지하철,N,2,,,,,13400,
h_h003571,9,교통비,1,항공기,Y,2,4018132460,이스타항공(주),2023-08-02 12:12,1,145000,비행기표
h_h003571,9,교통비,2,항공기,Y,2,1018194800,㈜티웨이항공,2023-08-02 12:21,1,150520,비행기표
h_h003572,12,교통비,0,시외/고속버스,N,2,,,,,36400,
h_h003572,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,230000,
h_h003572,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,1000,
h_h003572,4,교통비,0,택시,N,2,,,,,3100,
h_h003572,9,교통비,0,항공기,N,2,,,,,330000,
h_h003576,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,73100,
h_h003576,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h003576,5,교통비,0,지하철,N,2,,,,,5400,
h_h003576,9,교통비,0,항공기,N,2,,,,,287800,
h_h003578,10,교통비,1,배/선박,N,3,6168145193,우도해운(주),2023-09-08 15:13,1,23000,승선권 
h_h003578,14,렌탈비,0,자전거,N,3,,,,,50000,
h_h003578,14,렌탈비,2,자전거,N,3,4870602401,씽씽전기자전거렌탈샵,2023-09-05 19:32,1,35000,대여료
h_h003578,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,3,6168190529,(주)쏘카,2023-07-24 00:00,1,508060,렌트비 
h_h003578,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,110000,
h_h003578,2,주차비,0,렌터카(승용/승합/버스 등등),N,3,,,,,2500,
h_h003578,4,교통비,0,택시,N,3,,,,,14000,
h_h003578,9,교통비,1,항공기,Y,3,4018132460,이스타항공(주),2023-07-23 00:00,1,210800,비행기표 
h_h003578,9,교통비,2,항공기,Y,3,4018132460,이스타항공(주),2023-07-23 00:00,1,183800,비행기표
h_h003579,9,교통비,0,항공기,N,2,,,,,113800,
h_h003588,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
h_h003588,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,102510,
h_h003588,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,50000,
h_h003588,2,주차비,0,렌터카(승용/승합/버스 등등),N,3,,,,,1000,
h_h003588,9,교통비,0,항공기,N,3,,,,,616400,
h_h003596,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,45000,
h_h003596,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,3,,카모아-제주렌트카,2023-08-29 00:00,1,187920,렌트비
h_h003596,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,50000,
h_h003596,9,교통비,1,항공기,N,3,1218189086,(주)진에어,2023-08-29 00:00,1,242400,비행기표
h_h003599,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,146000,
h_h003599,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,12000,
h_h003599,9,교통비,1,항공기,Y,2,1018194800,티웨이항공,2023-06-01 12:41,1,63210,비행기표
h_h003599,9,교통비,3,항공기,Y,2,4018132460,이스타 항공(주),2023-06-01 12:41,1,91600,비행기표
h_h003614,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,4,1138132864,SK렌터카(주),2023-07-07 00:00,1,536400,렌트비
h_h003614,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,50000,
h_h003614,5,교통비,0,지하철,N,4,,,,,3100,
h_h003614,9,교통비,1,항공기,Y,4,1218189086,진에어 ,2023-07-01 00:00,1,239400,비행기표
h_h003614,9,교통비,2,항공기,N,4,1108114794,(주)대한항공,2023-08-18 10:20,3,203400,비행기표
h_h003614,9,교통비,3,항공기,N,4,1108114794,(주)대한항공,2023-08-18 00:00,3,109400,비행기표 
h_h003614,9,교통비,4,항공기,Y,4,1018194800,(주)티웨이항공,2023-07-01 00:00,1,237400,비행기표
h_h003619,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
h_h003619,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,5600,
h_h003619,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,100000,
h_h003619,9,교통비,0,항공기,N,2,,,,,250000,
h_h003627,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,2868800238,주식회사 팀오투,2023-08-02 23:00,1,83900,카모아 단기렌트 
h_h003627,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,23000,
h_h003627,4,교통비,0,택시,N,2,,,,,13500,
h_h003627,9,교통비,1,항공기,Y,2,1108114794,(주)대한항공,2023-07-16 21:00,3,75400,비행기표 
h_h003627,9,교통비,2,항공기,Y,2,1218189086,진에어  ,2023-07-16 21:14,3,153400,비행기표
h_h003629,13,교통비,0,시내/마을버스,N,2,,,,,2500,
h_h003629,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,150000,
h_h003629,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,8851,
h_h003629,9,교통비,0,항공기,N,2,,,,,95000,
h_h003637,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,,그린카,2023-07-13 00:05,3,99400,렌트비
h_h003637,2,렌탈비,2,렌터카(승용/승합/버스 등등),N,2,2208791595,그린카,2023-08-28 18:40,3,37230,렌트비
h_h003637,4,교통비,1,택시,N,2,2142500960,개인택시,2023-08-26 05:37,1,20700,택시비
h_h003637,9,교통비,1,항공기,Y,2,1218189086,㈜진에어,2023-07-12 09:35,1,155200,비행기표
h_h003637,9,교통비,3,항공기,Y,2,4018132460,이스타항공(주),2023-07-12 09:35,1,93200,비행기표 
h_h003638,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
h_h003638,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,18000,
h_h003638,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6000,
h_h003638,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,51700,
h_h003638,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,4000,
h_h003638,9,교통비,0,항공기,,2,,,,,306400,
h_h003641,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
h_h003642,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,7398800561,주식회사 제주페이,2023-08-01 20:08,1,89800,자유렌트카-렌트비
h_h003642,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,27000,
h_h003642,5,교통비,0,지하철,N,2,,,,,5000,
h_h003642,9,교통비,1,항공기,Y,2,4018132460, 이스타 항공(주) ,2023-08-01 16:49,1,321000,비행기표
h_h003643,10,교통비,0,배/선박,N,5,,,,,99000,
h_h003643,12,교통비,0,시외/고속버스,N,5,,,,,389000,
h_h003643,4,교통비,0,택시,N,5,,,,,100000,
h_h003643,50,교통비,0,버스 + 지하철,N,5,,,,,220000,
h_h003653,4,교통비,0,택시,N,1,,,,,71700,
h_h003653,9,교통비,0,항공기,N,1,,,,,65000,
h_h003654,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
h_h003660,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,160200,
h_h003660,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,3,,롯데렌탈(주),2023-08-04 08:41,1,160200,렌트비
h_h003660,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,45552,
h_h003660,2,주차비,0,렌터카(승용/승합/버스 등등),N,3,,,,,4500,
h_h003660,9,교통비,0,항공기,N,3,,,,,444600,
h_h003671,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,84000,
h_h003671,5,교통비,0,지하철,N,2,,,,,3100,
h_h003671,9,교통비,0,항공기,N,2,,,,,251800,
h_h003675,4,교통비,0,택시,N,1,,,,,18900,
h_h003675,50,교통비,0,버스 + 지하철,N,1,,,,,26500,
h_h003675,9,교통비,1,항공기,Y,1,6168150527,㈜제주항공,2023-05-29 13:21,1,84600,비행기표
h_h003684,1,주차비,0,자가용(승용/승합/트럭 등등),N,6,,,,,47000,
h_h003684,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,6,,,,,215775,
h_h003684,2,주유비,0,렌터카(승용/승합/버스 등등),N,6,,,,,75000,
h_h003684,2,주차비,0,렌터카(승용/승합/버스 등등),N,6,,,,,10000,
h_h003684,9,교통비,0,항공기,N,6,,,,,510900,
h_h003692,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,85000,
h_h003692,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
h_h003692,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,75000,
h_h003692,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,1000,
h_h003692,4,교통비,0,택시,N,2,,,,,30000,
h_h003692,9,교통비,0,항공기,N,2,,,,,214000,
h_h003702,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
h_h003702,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
h_h003702,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,74300,
h_h003702,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,1000,
h_h003702,5,교통비,0,지하철,N,2,,,,,3000,
h_h003702,9,교통비,0,항공기,N,2,,,,,185500,
h_h003703,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,35000,
h_h003703,9,교통비,0,항공기,N,8,,,,,330000,
h_h003717,13,교통비,0,시내/마을버스,N,1,,,,,3000,
h_h003717,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,54736,
h_h003717,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,62000,
h_h003717,9,교통비,1,항공기,Y,1,1108114794,㈜대한항공 ,2023-08-08 00:00,1,148200,비행기표
h_h003719,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,100000,
h_h003719,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,10000,
h_h003719,4,교통비,1,택시,N,1,1048183559,티머니택시,2023-08-30 01:16,1,11300,택시비 
h_h003719,4,교통비,2,택시,N,1,1048183559,카카오페이(택시),2023-08-26 06:14,1,7800,택시비
h_h003719,4,교통비,3,택시,N,1,6162273197,개인택시,2023-08-26 08:40,1,8100,택시비
h_h003719,9,교통비,1,항공기,Y,1,1018194800,(주)티웨이항공,2023-07-02 15:34,1,157200,비행기표
h_h003719,9,교통비,2,항공기,Y,1,2208155597,(주)제주항공,2023-07-02 15:52,1,104200,비행기표
h_h003720,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
h_h003720,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-15 13:47,1,20000,승선권
h_h003720,11,교통비,1,관광버스,N,2,6898100516,우도사랑 협동조합,2023-08-15 14:23,1,12000,버스표
h_h003720,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,6168603640,제주속으로,2023-08-09 18:00,1,115190,렌트비 
h_h003720,9,교통비,1,항공기,Y,2,8258100091,에어서울 주식회사,2023-08-05 00:00,1,119000,비행기표
h_h003720,9,교통비,2,항공기,Y,2,1018194800,(주)티웨이항공 ,2023-08-09 18:31,1,215200,비행기표
h_h003722,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
h_h003722,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,70000,
h_h003722,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,100000,
h_h003722,9,교통비,0,항공기,N,4,,,,,400000,
h_h003723,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,27000,
h_h003723,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,340000,
h_h003723,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,60000,
h_h003723,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,5000,
h_h003723,9,교통비,0,항공기,,2,,,,,310400,
h_h003724,12,교통비,0,시외/고속버스,N,2,,,,,37600,
h_h003724,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,87900,
h_h003724,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,53000,
h_h003724,4,교통비,0,택시,N,2,,,,,13600,
h_h003724,9,교통비,0,항공기,N,2,,,,,141040,
h_h003725,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,80000,
h_h003725,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,5151108285,오징어여행사,2023-08-21 11:41,1,570000,
h_h003725,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,58000,
h_h003726,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,126690,
h_h003726,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,37146,
h_h003726,4,교통비,0,택시,N,2,,,,,50800,
h_h003726,9,교통비,0,항공기,N,2,,,,,210000,
h_h003727,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6,
h_h003727,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
h_h003727,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,95168,
h_h003727,9,교통비,0,항공기,N,2,,,,,707600,
h_h003729,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15500,
h_h003729,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,135450,
h_h003729,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,43400,
h_h003729,9,교통비,0,항공기,N,2,,,,,120170,
h_h003731,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-20 13:17,1,45000,승선권 
h_h003731,13,교통비,0,시내/마을버스,N,2,,,,,3800,
h_h003731,9,교통비,0,항공기,N,2,,,,,136000,
h_h003738,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
h_h003738,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,100000,
h_h003738,9,교통비,0,항공기,N,1,,,,,150000,
h_h003742,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,1,1138132864,에스케이렌터카 주식회사,2023-06-13 21:30,1,197350,렌트비 
h_h003742,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,30000,
h_h003742,2,주차비,0,렌터카(승용/승합/버스 등등),N,1,,,,,8000,
h_h003742,9,교통비,1,항공기,Y,1,1018194800,(주)티웨이항공,2023-05-24 14:58,1,101600,비행기표 
h_h003742,9,교통비,2,항공기,Y,1,1218189086,㈜진에어 ,2023-05-24 14:58,1,111400,비행기표
h_h003744,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,70000,
h_h003744,4,교통비,0,택시,N,2,,,,,14100,
h_h003744,9,교통비,0,항공기,N,2,,,,,259400,
h_h003763,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,45000,
h_h003763,50,교통비,0,버스 + 지하철,N,6,,,,,184400,
h_h003763,9,교통비,0,항공기,N,6,,,,,27800,
h_h003774,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
h_h003774,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,267500,
h_h003774,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,1500,
h_h003774,5,교통비,0,지하철,N,2,,,,,5400,
h_h003774,9,교통비,0,항공기,N,2,,,,,170000,
h_h003778,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-25 12:50,1,20000,승선권 
